class,ExtractionTurbine,Sink,BackpressureTurbine,Sink
label,extr_turbine,electrical_demand,bp_turbine,heat_demand
source,extr_turbine,electrical_balance,bp_turbine,heat_balance
target,electrical_balance,electrical_demand,electrical_balance,heat_demand
attribute,max,variable_costs,max,actual_value
,0.97,-42.04,0.99,0.0320516114
,0.97,-44.13,0.99,0.0315705975
,0.97,-45.23,0.99,0.0288336506
,0.97,-50,0.99,0.0240076035
,0.97,-52.01,0.99,0.021151905
,0.97,-45.16,0.99,0.019852387
,0.97,-42.28,0.99,0.0201328093
,0.97,-39.8,0.99,0.0195784296
,0.97,-38.31,0.99,0.02114774
,0.97,-37.96,0.99,0.0269498062
,0.97,-36.01,0.99,0.0330385043
,0.97,-30.56,0.99,0.0416575543
,0.97,-31.31,0.99,0.042614603
,0.97,-38.27,0.99,0.0410921873
,0.97,-45.79,0.99,0.0390223424
,0.97,-50.08,0.99,0.035599733
,0.97,-52.8,0.99,0.0331683167
,0.97,-53.51,0.99,0.0285975646
,0.97,-54.3,0.99,0.0270884444
,0.97,-48.6,0.99,0.0252159519
,0.97,-45.11,0.99,0.0258118907
,0.97,-44.08,0.99,0.0263330408
,0.97,-42.93,0.99,0.0296411273
,0.97,-44.78,0.99,0.0315107458
,0.97,-45.26,0.99,0.0342075035
,0.97,-45.01,0.99,0.0336941351
,0.97,-42.11,0.99,0.0307730925
,0.97,-41.09,0.99,0.0256224304
,0.97,-45.06,0.99,0.0225746486
,0.97,-40.78,0.99,0.0211877209
,0.97,-44.97,0.99,0.0188639601
,0.97,-41.76,0.99,0.0183445196
,0.97,-40.08,0.99,0.0198149259
,0.97,-36.41,0.99,0.0252513229
,0.97,-35.75,0.99,0.0309562871
,0.97,-35.55,0.99,0.0390321306
,0.97,-45.07,0.99,0.0399288623
,0.97,-58.26,0.99,0.0385023953
,0.97,-58.54,0.99,0.0365630002
,0.97,-61.07,0.99,0.0333560971
,0.97,-63.36,0.99,0.0310779183
,0.97,-64.79,0.99,0.026795233
,0.97,-63.18,0.99,0.0253812236
,0.97,-62,0.99,0.023626743
,0.97,-62.03,0.99,0.0241851233
,0.97,-59.2,0.99,0.0246734285
,0.97,-53.56,0.99,0.0277730264
,0.97,-53.13,0.99,0.0295248141
,0.97,-52.6,0.99,0.0320516114
,0.97,-50.59,0.99,0.0315705975
,0.97,-49.94,0.99,0.0288336506
,0.97,-48.73,0.99,0.0240076035
,0.97,-52.56,0.99,0.021151905
,0.97,-45.9,0.99,0.019852387
,0.97,-44.76,0.99,0.0178752329
,0.97,-41.63,0.99,0.0173830181
,0.97,-41.02,0.99,0.0187763551
,0.97,-40.46,0.99,0.0239278112
,0.97,-40.7,0.99,0.029333758
,0.97,-38.97,0.99,0.0369863178
,0.97,-47.51,0.99,0.0378360486
,0.97,-53.39,0.99,0.0364843478
,0.97,-58.92,0.99,0.0346466032
,0.97,-59.63,0.99,0.0316077854
,0.97,-62.24,0.99,0.0294490141
,0.97,-67.87,0.99,0.0253907995
,0.97,-64,0.99,0.0240509034
,0.97,-63.99,0.99,0.0223883813
,0.97,-63.94,0.99,0.0229174949
,0.97,-61.07,0.99,0.0233802063
,0.97,-60.56,0.99,0.0263173432
,0.97,-60.06,0.99,0.0279773135
,0.97,-58.96,0.99,0.0303716725
,0.97,-52.73,0.99,0.0299158702
,0.97,-51.19,0.99,0.0273223764
,0.97,-50.63,0.99,0.0227492796
,0.97,-53.94,0.99,0.0200432584
,0.97,-47.48,0.99,0.0188118528
,0.97,-41.6,0.99,0.0215914107
,0.97,-41.04,0.99,0.0164800875
,0.97,-38.99,0.99,0.0207049023
,0.97,-36.11,0.99,0.0210207931
,0.97,-36.61,0.99,0.0228576001
,0.97,-40.07,0.99,0.0310279328
,0.97,-45.95,0.99,0.0280785774
,0.97,-51.65,0.99,0.0304573675
,0.97,-58.01,0.99,0.0304811128
,0.97,-58.02,0.99,0.0299594062
,0.97,-59.92,0.99,0.0274674225
,0.97,-70.04,0.99,0.025588691
,0.97,-63.97,0.99,0.024612261
,0.97,-62.12,0.99,0.0232448473
,0.97,-59.22,0.99,0.0235317757
,0.97,-58.03,0.99,0.0230334929
,0.97,-52.78,0.99,0.0248142749
,0.97,-52.74,0.99,0.0274178106
,0.97,-52.51,0.99,0.0292101747
,0.97,-50.65,0.99,0.0295304655
,0.97,-49.65,0.99,0.0278573924
,0.97,-49.67,0.99,0.0271604344
,0.97,-50.97,0.99,0.0219212822
,0.97,-47.72,0.99,0.0209793903
,0.97,-36.9,0.99,0.0188639601
,0.97,-33.72,0.99,0.0183445196
,0.97,-29.92,0.99,0.0198149259
,0.97,-26.39,0.99,0.0252513229
,0.97,-32.52,0.99,0.0309562871
,0.97,-34.51,0.99,0.0390321306
,0.97,-43.31,0.99,0.0399288623
,0.97,-52.13,0.99,0.0385023953
,0.97,-52.14,0.99,0.0365630002
,0.97,-57.96,0.99,0.0333560971
,0.97,-58.82,0.99,0.0310779183
,0.97,-62.23,0.99,0.026795233
,0.97,-58.04,0.99,0.0253812236
,0.97,-58.09,0.99,0.023626743
,0.97,-56.91,0.99,0.0241851233
,0.97,-52.31,0.99,0.0246734285
,0.97,-50.97,0.99,0.0277730264
,0.97,-50.93,0.99,0.0295248141
,0.97,-50.31,0.99,0.0320516114
,0.97,-47.79,0.99,0.0315705975
,0.97,-47.07,0.99,0.0288336506
,0.97,-45.23,0.99,0.0240076035
,0.97,-46.24,0.99,0.021151905
,0.97,-41.75,0.99,0.019852387
,0.97,-41.23,0.99,0.0237221859
,0.97,-40.27,0.99,0.0230689686
,0.97,-38.08,0.99,0.0249180634
,0.97,-34.25,0.99,0.0317545505
,0.97,-34.35,0.99,0.0389287717
,0.97,-38.5,0.99,0.0490844685
,0.97,-45.07,0.99,0.0502121446
,0.97,-52.65,0.99,0.0484183051
,0.97,-57.54,0.99,0.045979438
,0.97,-57.52,0.99,0.041946629
,0.97,-60.47,0.99,0.0390817278
,0.97,-64.97,0.99,0.0336960794
,0.97,-65.4,0.99,0.0319179058
,0.97,-61.76,0.99,0.0297115762
,0.97,-61.77,0.99,0.0304137618
,0.97,-60.11,0.99,0.0310278251
,0.97,-54.99,0.99,0.0349256937
,0.97,-56.52,0.99,0.037128637
,0.97,-53.02,0.99,0.0403061859
,0.97,-51.83,0.99,0.0397012916
,0.97,-50.03,0.99,0.0362594712
,0.97,-45.36,0.99,0.0301905236
,0.97,-51.18,0.99,0.0265993682
,0.97,-46.84,0.99,0.0249651723
,0.97,-40.8,0.99,0.0201328093
,0.97,-34.75,0.99,0.0195784296
,0.97,-29.74,0.99,0.02114774
,0.97,-25.99,0.99,0.0269498062
,0.97,-19.01,0.99,0.0330385043
,0.97,-12.06,0.99,0.0416575543
,0.97,-25.04,0.99,0.042614603
,0.97,-29.88,0.99,0.0410921873
,0.97,-33.74,0.99,0.0390223424
,0.97,-38.51,0.99,0.035599733
,0.97,-41.4,0.99,0.0331683167
,0.97,-41.69,0.99,0.0285975646
,0.97,-43.02,0.99,0.0270884444
,0.97,-40.87,0.99,0.0252159519
,0.97,-40.24,0.99,0.0258118907
,0.97,-41.31,0.99,0.0263330408
,0.97,-42.2,0.99,0.0296411273
,0.97,-43.04,0.99,0.0315107458
,0.97,-48.96,0.99,0.0342075035
,0.97,-49.28,0.99,0.0336941351
,0.97,-49.69,0.99,0.0307730925
,0.97,-49.05,0.99,0.0256224304
,0.97,-51.35,0.99,0.0225746486
,0.97,-45.01,0.99,0.0211877209
,0.97,-42.3,0.99,0.0267600473
,0.97,-38.26,0.99,0.0267425482
,0.97,-33.16,0.99,0.0305796452
,0.97,-29.88,0.99,0.0396883712
,0.97,-31.06,0.99,0.0535670956
,0.97,-33,0.99,0.068032466
,0.97,-36.08,0.99,0.064587743
,0.97,-43.15,0.99,0.0577565861
,0.97,-42.63,0.99,0.0535837291
,0.97,-42.92,0.99,0.0485097973
,0.97,-44.57,0.99,0.0450591809
,0.97,-49.22,0.99,0.0395409966
,0.97,-47.24,0.99,0.0371390157
,0.97,-42.27,0.99,0.0349211281
,0.97,-44.16,0.99,0.0343836949
,0.97,-42.57,0.99,0.0367445474
,0.97,-42.21,0.99,0.0431087424
,0.97,-44.1,0.99,0.0480689132
,0.97,-47.51,0.99,0.053467195
,0.97,-47.66,0.99,0.0522602645
,0.97,-43.76,0.99,0.04582084
,0.97,-43.72,0.99,0.036246108
,0.97,-47.53,0.99,0.030238188
,0.97,-40.82,0.99,0.027996332
,0.97,-40.25,0.99,0.0299658587
,0.97,-38.85,0.99,0.0299462633
,0.97,-34.9,0.99,0.0342430384
,0.97,-28.55,0.99,0.0444429754
,0.97,-29.85,0.99,0.059984349
,0.97,-32.81,0.99,0.076182648
,0.97,-41.73,0.99,0.0723252526
,0.97,-50.85,0.99,0.064675734
,0.97,-55.92,0.99,0.0600029753
,0.97,-58.84,0.99,0.0543211944
,0.97,-59.54,0.99,0.0504571996
,0.97,-63.47,0.99,0.0442779455
,0.97,-58.03,0.99,0.0415882111
,0.97,-51.78,0.99,0.0391046241
,0.97,-48.69,0.99,0.0385028073
,0.97,-45.43,0.99,0.0411464862
,0.97,-44.72,0.99,0.0482731017
,0.97,-44.3,0.99,0.0538274931
,0.97,-46.15,0.99,0.0598724805
,0.97,-44.22,0.99,0.0585209617
,0.97,-44.74,0.99,0.0513101043
,0.97,-46.86,0.99,0.0405883346
,0.97,-48.34,0.99,0.0338606751
,0.97,-44.67,0.99,0.0313502484
,0.97,-43.79,0.99,0.0299658587
,0.97,-40.96,0.99,0.0299462633
,0.97,-40.2,0.99,0.0342430384
,0.97,-40.07,0.99,0.0444429754
,0.97,-40.99,0.99,0.059984349
,0.97,-41.01,0.99,0.076182648
,0.97,-51.43,0.99,0.0723252526
,0.97,-59.99,0.99,0.064675734
,0.97,-69.94,0.99,0.0600029753
,0.97,-65.09,0.99,0.0543211944
,0.97,-65.34,0.99,0.0504571996
,0.97,-66.78,0.99,0.0442779455
,0.97,-60.98,0.99,0.0415882111
,0.97,-61.02,0.99,0.0391046241
,0.97,-58.55,0.99,0.0385028073
,0.97,-53.6,0.99,0.0411464862
,0.97,-53.44,0.99,0.0482731017
,0.97,-53.96,0.99,0.0538274931
,0.97,-54.18,0.99,0.0598724805
,0.97,-57.5,0.99,0.0585209617
,0.97,-52.9,0.99,0.0513101043
,0.97,-47.59,0.99,0.0405883346
,0.97,-50.22,0.99,0.0338606751
,0.97,-47.39,0.99,0.0313502484
,0.97,-40.01,0.99,0.0217338438
,0.97,-38.42,0.99,0.0211353779
,0.97,-34.05,0.99,0.0228294855
,0.97,-28.91,0.99,0.0290929532
,0.97,-32.53,0.99,0.0356658468
,0.97,-32.5,0.99,0.0449703151
,0.97,-43.24,0.99,0.0460034719
,0.97,-52.91,0.99,0.0443599881
,0.97,-56.99,0.99,0.0421255416
,0.97,-56.36,0.99,0.0384307538
,0.97,-61.08,0.99,0.0358059824
,0.97,-66.71,0.99,0.0308717473
,0.97,-65.04,0.99,0.0292426164
,0.97,-62.8,0.99,0.0272212165
,0.97,-59.2,0.99,0.0278645465
,0.97,-52.98,0.99,0.0284271403
,0.97,-50.93,0.99,0.031998298
,0.97,-49.97,0.99,0.0340165954
,0.97,-50.87,0.99,0.0369278091
,0.97,-48.92,0.99,0.0363736157
,0.97,-46.81,0.99,0.0332202812
,0.97,-49.91,0.99,0.0276600196
,0.97,-47.19,0.99,0.0243698671
,0.97,-42.29,0.99,0.0228726458
,0.97,-40.01,0.99,0.0178752329
,0.97,-35.15,0.99,0.0173830181
,0.97,-28.8,0.99,0.0187763551
,0.97,-27.94,0.99,0.0239278112
,0.97,-31.1,0.99,0.029333758
,0.97,-38.14,0.99,0.0369863178
,0.97,-44.01,0.99,0.0378360486
,0.97,-53.5,0.99,0.0364843478
,0.97,-60.05,0.99,0.0346466032
,0.97,-57.14,0.99,0.0316077854
,0.97,-61.01,0.99,0.0294490141
,0.97,-66.44,0.99,0.0253907995
,0.97,-62.15,0.99,0.0240509034
,0.97,-58.81,0.99,0.0223883813
,0.97,-55.11,0.99,0.0229174949
,0.97,-50.7,0.99,0.0233802063
,0.97,-48.63,0.99,0.0263173432
,0.97,-47.8,0.99,0.0279773135
,0.97,-48.85,0.99,0.0303716725
,0.97,-48.36,0.99,0.0299158702
,0.97,-48.07,0.99,0.0273223764
,0.97,-48.42,0.99,0.0227492796
,0.97,-51.03,0.99,0.0200432584
,0.97,-44.5,0.99,0.0188118528
,0.97,-35.8,0.99,0.0188639601
,0.97,-25.35,0.99,0.0183445196
,0.97,-24.94,0.99,0.0198149259
,0.97,-20.91,0.99,0.0252513229
,0.97,-20.91,0.99,0.0309562871
,0.97,-21.54,0.99,0.0390321306
,0.97,-42.08,0.99,0.0399288623
,0.97,-52.81,0.99,0.0385023953
,0.97,-53.95,0.99,0.0365630002
,0.97,-58.09,0.99,0.0333560971
,0.97,-64.23,0.99,0.0310779183
,0.97,-71.77,0.99,0.026795233
,0.97,-65.84,0.99,0.0253812236
,0.97,-58.9,0.99,0.023626743
,0.97,-54.52,0.99,0.0241851233
,0.97,-51.17,0.99,0.0246734285
,0.97,-51.43,0.99,0.0277730264
,0.97,-49.68,0.99,0.0295248141
,0.97,-47.25,0.99,0.0320516114
,0.97,-44.19,0.99,0.0315705975
,0.97,-42.92,0.99,0.0288336506
,0.97,-41.71,0.99,0.0240076035
,0.97,-46.4,0.99,0.021151905
,0.97,-41.24,0.99,0.019852387
,0.97,-33.21,0.99,0.0240625018
,0.97,-22.59,0.99,0.0240467667
,0.97,-17.01,0.99,0.0274970652
,0.97,-6.91,0.99,0.0356875865
,0.97,-4.03,0.99,0.0481672666
,0.97,-0.55,0.99,0.0611744559
,0.97,-0.16,0.99,0.0580769781
,0.97,-0.22,0.99,0.0519344357
,0.97,-22.88,0.99,0.0481822234
,0.97,-30.21,0.99,0.0436197691
,0.97,-40.97,0.99,0.0405169919
,0.97,-45.83,0.99,0.0355550679
,0.97,-44.45,0.99,0.0333952187
,0.97,-38.03,0.99,0.0314009052
,0.97,-35,0.99,0.0309176479
,0.97,-30.04,0.99,0.0330405148
,0.97,-28.87,0.99,0.0387631673
,0.97,-37.02,0.99,0.0432233282
,0.97,-42.6,0.99,0.0480774365
,0.97,-44.5,0.99,0.0469921706
,0.97,-42.57,0.99,0.041201872
,0.97,-41.48,0.99,0.0325923205
,0.97,-47.44,0.99,0.0271900286
,0.97,-41.92,0.99,0.0251741629
,0.97,-41.67,0.99,0.0337224717
,0.97,-37.91,0.99,0.0337004197
,0.97,-36.07,0.99,0.0385358519
,0.97,-30,0.99,0.0500144846
,0.97,-25.32,0.99,0.0675041731
,0.97,-24.03,0.99,0.0857331411
,0.97,-26.31,0.99,0.0813921706
,0.97,-34.88,0.99,0.0727836846
,0.97,-42.31,0.99,0.0675251343
,0.97,-46.8,0.99,0.0611310678
,0.97,-47.99,0.99,0.0567826706
,0.97,-50.24,0.99,0.0498287661
,0.97,-50.02,0.99,0.0468018383
,0.97,-46.72,0.99,0.0440069011
,0.97,-43.05,0.99,0.0433296386
,0.97,-42.26,0.99,0.0463047373
,0.97,-41.61,0.99,0.0543247675
,0.97,-42.94,0.99,0.0605754745
,0.97,-45.43,0.99,0.0673782804
,0.97,-46.59,0.99,0.0658573309
,0.97,-42.17,0.99,0.0577424981
,0.97,-40.82,0.99,0.0456766141
,0.97,-47.9,0.99,0.0381055544
,0.97,-42.21,0.99,0.0352804127
,0.97,-38.42,0.99,0.0240625018
,0.97,-37.42,0.99,0.0240467667
,0.97,-32.53,0.99,0.0274970652
,0.97,-25.25,0.99,0.0356875865
,0.97,-25.4,0.99,0.0481672666
,0.97,-31.64,0.99,0.0611744559
,0.97,-47.02,0.99,0.0580769781
,0.97,-50.68,0.99,0.0519344357
,0.97,-53.45,0.99,0.0481822234
,0.97,-61.04,0.99,0.0436197691
,0.97,-66.41,0.99,0.0405169919
,0.97,-70.12,0.99,0.0355550679
,0.97,-61.92,0.99,0.0333952187
,0.97,-52.95,0.99,0.0314009052
,0.97,-49.01,0.99,0.0309176479
,0.97,-44.33,0.99,0.0330405148
,0.97,-43.04,0.99,0.0387631673
,0.97,-44.22,0.99,0.0432233282
,0.97,-46.11,0.99,0.0480774365
,0.97,-45.75,0.99,0.0469921706
,0.97,-45.8,0.99,0.041201872
,0.97,-43.36,0.99,0.0325923205
,0.97,-46.35,0.99,0.0271900286
,0.97,-40.31,0.99,0.0251741629
,0.97,-39.13,0.99,0.0201328093
,0.97,-38.24,0.99,0.0195784296
,0.97,-34.87,0.99,0.02114774
,0.97,-27.09,0.99,0.0269498062
,0.97,-30.06,0.99,0.0330385043
,0.97,-35.08,0.99,0.0416575543
,0.97,-46.9,0.99,0.042614603
,0.97,-54.4,0.99,0.0410921873
,0.97,-56.01,0.99,0.0390223424
,0.97,-58.23,0.99,0.035599733
,0.97,-58.71,0.99,0.0331683167
,0.97,-64.53,0.99,0.0285975646
,0.97,-63.85,0.99,0.0270884444
,0.97,-58.57,0.99,0.0252159519
,0.97,-54.91,0.99,0.0258118907
,0.97,-51.93,0.99,0.0263330408
,0.97,-51.28,0.99,0.0296411273
,0.97,-51.49,0.99,0.0315107458
,0.97,-51.61,0.99,0.0342075035
,0.97,-51.7,0.99,0.0336941351
,0.97,-49.96,0.99,0.0307730925
,0.97,-48.8,0.99,0.0256224304
,0.97,-51.3,0.99,0.0225746486
,0.97,-46.74,0.99,0.0211877209
,0.97,-38.94,0.99,0.0237221859
,0.97,-36.03,0.99,0.0230689686
,0.97,-25.51,0.99,0.0249180634
,0.97,-21.63,0.99,0.0317545505
,0.97,-22.73,0.99,0.0389287717
,0.97,-34.43,0.99,0.0490844685
,0.97,-50.04,0.99,0.0502121446
,0.97,-54.67,0.99,0.0484183051
,0.97,-58.23,0.99,0.045979438
,0.97,-56.3,0.99,0.041946629
,0.97,-56.49,0.99,0.0390817278
,0.97,-65.06,0.99,0.0336960794
,0.97,-57.84,0.99,0.0319179058
,0.97,-55.47,0.99,0.0297115762
,0.97,-53.51,0.99,0.0304137618
,0.97,-50.61,0.99,0.0310278251
,0.97,-50.27,0.99,0.0349256937
,0.97,-49.42,0.99,0.037128637
,0.97,-49.49,0.99,0.0403061859
,0.97,-47.88,0.99,0.0397012916
,0.97,-47.31,0.99,0.0362594712
,0.97,-47.58,0.99,0.0301905236
,0.97,-48.27,0.99,0.0265993682
,0.97,-40.49,0.99,0.0249651723
,0.97,-41.87,0.99,0.0299658587
,0.97,-36.62,0.99,0.0299462633
,0.97,-26.53,0.99,0.0342430384
,0.97,-24.44,0.99,0.0444429754
,0.97,-24.82,0.99,0.059984349
,0.97,-29.1,0.99,0.076182648
,0.97,-44.26,0.99,0.0723252526
,0.97,-50.62,0.99,0.064675734
,0.97,-52.73,0.99,0.0600029753
,0.97,-53.82,0.99,0.0543211944
,0.97,-55.13,0.99,0.0504571996
,0.97,-61,0.99,0.0442779455
,0.97,-56.86,0.99,0.0415882111
,0.97,-54.17,0.99,0.0391046241
,0.97,-53.1,0.99,0.0385028073
,0.97,-51.31,0.99,0.0411464862
,0.97,-50.16,0.99,0.0482731017
,0.97,-49.35,0.99,0.0538274931
,0.97,-49.1,0.99,0.0598724805
,0.97,-47.93,0.99,0.0585209617
,0.97,-46.16,0.99,0.0513101043
,0.97,-45.49,0.99,0.0405883346
,0.97,-48.08,0.99,0.0338606751
,0.97,-40.95,0.99,0.0313502484
,0.97,-21.11,0.99,0.0237221859
,0.97,-14.07,0.99,0.0230689686
,0.97,-9.38,0.99,0.0249180634
,0.97,-5.9,0.99,0.0317545505
,0.97,-12.07,0.99,0.0389287717
,0.97,-20.52,0.99,0.0490844685
,0.97,-48.92,0.99,0.0502121446
,0.97,-50.16,0.99,0.0484183051
,0.97,-59.1,0.99,0.045979438
,0.97,-59.06,0.99,0.041946629
,0.97,-63.86,0.99,0.0390817278
,0.97,-71.99,0.99,0.0336960794
,0.97,-63.92,0.99,0.0319179058
,0.97,-65.45,0.99,0.0297115762
,0.97,-58.05,0.99,0.0304137618
,0.97,-51.83,0.99,0.0310278251
,0.97,-49.73,0.99,0.0349256937
,0.97,-48.9,0.99,0.037128637
,0.97,-49.79,0.99,0.0403061859
,0.97,-48.48,0.99,0.0397012916
,0.97,-44.43,0.99,0.0362594712
,0.97,-44.44,0.99,0.0301905236
,0.97,-44.99,0.99,0.0265993682
,0.97,-40.24,0.99,0.0249651723
,0.97,-17.26,0.99,0.0237221859
,0.97,-10.75,0.99,0.0230689686
,0.97,-3.95,0.99,0.0249180634
,0.97,-0.07,0.99,0.0317545505
,0.97,0.06,0.99,0.0389287717
,0.97,0.08,0.99,0.0490844685
,0.97,0.02,0.99,0.0502121446
,0.97,-7.25,0.99,0.0484183051
,0.97,-12.55,0.99,0.045979438
,0.97,-29.77,0.99,0.041946629
,0.97,-36.01,0.99,0.0390817278
,0.97,-39,0.99,0.0336960794
,0.97,-38.35,0.99,0.0319179058
,0.97,-32.94,0.99,0.0297115762
,0.97,-26.96,0.99,0.0304137618
,0.97,-25.45,0.99,0.0310278251
,0.97,-27.19,0.99,0.0349256937
,0.97,-39,0.99,0.037128637
,0.97,-42.95,0.99,0.0403061859
,0.97,-45.02,0.99,0.0397012916
,0.97,-42.94,0.99,0.0362594712
,0.97,-45.38,0.99,0.0301905236
,0.97,-48.83,0.99,0.0265993682
,0.97,-38.95,0.99,0.0249651723
,0.97,-30.01,0.99,0.0299658587
,0.97,-22.5,0.99,0.0299462633
,0.97,-17.23,0.99,0.0342430384
,0.97,-8.85,0.99,0.0444429754
,0.97,-7.48,0.99,0.059984349
,0.97,-7.47,0.99,0.076182648
,0.97,-17.62,0.99,0.0723252526
,0.97,-33.62,0.99,0.064675734
,0.97,-41.01,0.99,0.0600029753
,0.97,-45.65,0.99,0.0543211944
,0.97,-50.56,0.99,0.0504571996
,0.97,-50.54,0.99,0.0442779455
,0.97,-50.09,0.99,0.0415882111
,0.97,-41.49,0.99,0.0391046241
,0.97,-40.25,0.99,0.0385028073
,0.97,-36.18,0.99,0.0411464862
,0.97,-35.72,0.99,0.0482731017
,0.97,-38.97,0.99,0.0538274931
,0.97,-38.91,0.99,0.0598724805
,0.97,-34.59,0.99,0.0585209617
,0.97,-34.27,0.99,0.0513101043
,0.97,-34.79,0.99,0.0405883346
,0.97,-38.93,0.99,0.0338606751
,0.97,-33.48,0.99,0.0313502484
,0.97,-38.93,0.99,0.038063422
,0.97,-35.87,0.99,0.0380385314
,0.97,-31.61,0.99,0.0434964082
,0.97,-25.47,0.99,0.0564526365
,0.97,-25.4,0.99,0.0761936982
,0.97,-36.92,0.99,0.0967692037
,0.97,-49.83,0.99,0.0918694386
,0.97,-59.07,0.99,0.0821528187
,0.97,-64.94,0.99,0.0762173577
,0.97,-66.78,0.99,0.0690002102
,0.97,-67.09,0.99,0.0640920623
,0.97,-69.87,0.99,0.0562430112
,0.97,-60.05,0.99,0.0528264399
,0.97,-54.05,0.99,0.0496717223
,0.97,-51.87,0.99,0.0489072787
,0.97,-47.94,0.99,0.0522653492
,0.97,-47.1,0.99,0.0613177638
,0.97,-47.06,0.99,0.0683730977
,0.97,-47.04,0.99,0.0760515999
,0.97,-45.17,0.99,0.074334865
,0.97,-44.97,0.99,0.0651754444
,0.97,-42.45,0.99,0.0515563703
,0.97,-43.72,0.99,0.0430107203
,0.97,-41.07,0.99,0.0398219102
,0.97,-40.22,0.99,0.0337224717
,0.97,-34.95,0.99,0.0337004197
,0.97,-25.3,0.99,0.0385358519
,0.97,-20.5,0.99,0.0500144846
,0.97,-24.23,0.99,0.0675041731
,0.97,-32.21,0.99,0.0857331411
,0.97,-45.53,0.99,0.0813921706
,0.97,-56.27,0.99,0.0727836846
,0.97,-56.11,0.99,0.0675251343
,0.97,-57.17,0.99,0.0611310678
,0.97,-59.81,0.99,0.0567826706
,0.97,-68.86,0.99,0.0498287661
,0.97,-61.09,0.99,0.0468018383
,0.97,-60.98,0.99,0.0440069011
,0.97,-57.62,0.99,0.0433296386
,0.97,-54.64,0.99,0.0463047373
,0.97,-53.05,0.99,0.0543247675
,0.97,-52.35,0.99,0.0605754745
,0.97,-52.54,0.99,0.0673782804
,0.97,-50.16,0.99,0.0658573309
,0.97,-50.49,0.99,0.0577424981
,0.97,-49.09,0.99,0.0456766141
,0.97,-50.68,0.99,0.0381055544
,0.97,-43.92,0.99,0.0352804127
,0.97,-32.65,0.99,0.038063422
,0.97,-29.83,0.99,0.0380385314
,0.97,-24.07,0.99,0.0434964082
,0.97,-19.26,0.99,0.0564526365
,0.97,-20.02,0.99,0.0761936982
,0.97,-30.92,0.99,0.0967692037
,0.97,-40.98,0.99,0.0918694386
,0.97,-53.7,0.99,0.0821528187
,0.97,-58.56,0.99,0.0762173577
,0.97,-62.82,0.99,0.0690002102
,0.97,-65.65,0.99,0.0640920623
,0.97,-71.67,0.99,0.0562430112
,0.97,-62.05,0.99,0.0528264399
,0.97,-60.37,0.99,0.0496717223
,0.97,-58.55,0.99,0.0489072787
,0.97,-55.05,0.99,0.0522653492
,0.97,-53.77,0.99,0.0613177638
,0.97,-53.16,0.99,0.0683730977
,0.97,-52.13,0.99,0.0760515999
,0.97,-49.42,0.99,0.074334865
,0.97,-49.03,0.99,0.0651754444
,0.97,-46.89,0.99,0.0515563703
,0.97,-46.45,0.99,0.0430107203
,0.97,-41.16,0.99,0.0398219102
,0.97,-43.75,0.99,0.0237221859
,0.97,-42.09,0.99,0.0230689686
,0.97,-40.02,0.99,0.0249180634
,0.97,-34.58,0.99,0.0317545505
,0.97,-36.74,0.99,0.0389287717
,0.97,-40.03,0.99,0.0490844685
,0.97,-50.02,0.99,0.0502121446
,0.97,-55.05,0.99,0.0484183051
,0.97,-57.01,0.99,0.045979438
,0.97,-62.1,0.99,0.041946629
,0.97,-73.95,0.99,0.0390817278
,0.97,-83.89,0.99,0.0336960794
,0.97,-69.86,0.99,0.0319179058
,0.97,-65.22,0.99,0.0297115762
,0.97,-65.12,0.99,0.0304137618
,0.97,-57.97,0.99,0.0310278251
,0.97,-57.84,0.99,0.0349256937
,0.97,-57.09,0.99,0.037128637
,0.97,-55.74,0.99,0.0403061859
,0.97,-50.22,0.99,0.0397012916
,0.97,-50.25,0.99,0.0362594712
,0.97,-49,0.99,0.0301905236
,0.97,-49,0.99,0.0265993682
,0.97,-42.32,0.99,0.0249651723
,0.97,-37.96,0.99,0.0217338438
,0.97,-23.1,0.99,0.0211353779
,0.97,-10.7,0.99,0.0228294855
,0.97,-10.42,0.99,0.0290929532
,0.97,-10.06,0.99,0.0356658468
,0.97,-11.64,0.99,0.0449703151
,0.97,-42.03,0.99,0.0460034719
,0.97,-47.69,0.99,0.0443599881
,0.97,-52.7,0.99,0.0421255416
,0.97,-52.53,0.99,0.0384307538
,0.97,-52.55,0.99,0.0358059824
,0.97,-52.99,0.99,0.0308717473
,0.97,-52.15,0.99,0.0292426164
,0.97,-51.53,0.99,0.0272212165
,0.97,-51.59,0.99,0.0278645465
,0.97,-48.5,0.99,0.0284271403
,0.97,-46.57,0.99,0.031998298
,0.97,-46.47,0.99,0.0340165954
,0.97,-47.29,0.99,0.0369278091
,0.97,-48.65,0.99,0.0363736157
,0.97,-47.84,0.99,0.0332202812
,0.97,-47.79,0.99,0.0276600196
,0.97,-49.15,0.99,0.0243698671
,0.97,-42.75,0.99,0.0228726458
,0.97,-31.96,0.99,0.0188639601
,0.97,-25.8,0.99,0.0183445196
,0.97,-21.07,0.99,0.0198149259
,0.97,-11.55,0.99,0.0252513229
,0.97,-11.2,0.99,0.0309562871
,0.97,-11,0.99,0.0390321306
,0.97,-11.03,0.99,0.0399288623
,0.97,-18.08,0.99,0.0385023953
,0.97,-31.06,0.99,0.0365630002
,0.97,-38.26,0.99,0.0333560971
