class,Sink,Sink
label,HD,ED
source,heat_balance,electrical_balance
target,HD,ED
attribute,actual_value,variable_costs
,0.5522241069,-61.99
,0.5792176347,-70
,0.5546840489,-61.99
,0.5027127093,-61.21
,0.4034696795,-61.21
,0.2894517458,-61.98
,0.2728709309,-55.91
,0.2568327585,-54.93
,0.2650947891,-48.41
,0.2804277884,-46.71
,0.3262070103,-44.57
,0.443410002,-44.47
,0.592813662,-43.34
,0.6550541528,-43
,0.6149314698,-45.46
,0.5515814972,-51.26
,0.5016919879,-53.67
,0.459194005,-59.04
,0.429088333,-59.63
,0.4130775056,-55.5
,0.4085730834,-52.44
,0.4141332677,-50.04
,0.4315390971,-47.05
,0.4687184464,-57.52
,0.509020414,-63.89
,0.5339020818,-62.33
,0.5112879006,-52.75
,0.4633825802,-44.5
,0.3719039077,-45.07
,0.266806258,-48.59
,0.2515226564,-44.05
,0.2786317343,-51.45
,0.2875950142,-48.59
,0.3042294195,-48.59
,0.3538942055,-50.15
,0.4810449356,-51.11
,0.6431294028,-49.15
,0.7106526268,-59.02
,0.6671244852,-90.19
,0.598397611,-98.71
,0.544273672,-96.62
,0.4981686238,-96.99
,0.4655076987,-93.33
,0.4481379337,-85.09
,0.4432511937,-78
,0.4492833049,-73.14
,0.468166474,-69.96
,0.5085014633,-75.08
,0.5522241069,-103.66
,0.5792176347,-85.68
,0.5546840489,-72.89
,0.5027127093,-66.18
,0.4034696795,-55.07
,0.2894517458,-55.03
,0.2728709309,-48.87
,0.3501795285,-44.43
,0.3575651803,-40.51
,0.3739639945,-42.43
,0.4147727687,-42.21
,0.518348474,-41.62
,0.7132900657,-43.1
,0.8439899316,-44.37
,0.7902429274,-60.19
,0.7297652123,-66.39
,0.6794736647,-68.05
,0.6267515364,-66.87
,0.5964728344,-69.46
,0.580490489,-69.66
,0.5808310888,-69.94
,0.5880877287,-78.02
,0.6059342538,-81.45
,0.6375508899,-83.14
,0.6807624171,-114.79
,0.708427637,-88.17
,0.6761924578,-75.1
,0.6259754411,-70.42
,0.5206225686,-60.02
,0.3591816147,-58.74
,0.3435743543,-54.96
,0.3288316944,-46.38
,0.3357670981,-43.27
,0.3511661988,-42.47
,0.3894871666,-39.22
,0.4867486336,-38.06
,0.6698060903,-43
,0.79253816,-48.95
,0.7420677098,-65.21
,0.6852768699,-60.07
,0.6380512229,-59.61
,0.5885431694,-58.99
,0.5601103342,-59.03
,0.5451023136,-53.37
,0.5454221492,-52.1
,0.552236406,-49.52
,0.5689949615,-52.12
,0.5986841669,-59.35
,0.6392614099,-66.05
,0.6652400878,-62.25
,0.6349700467,-55.38
,0.5878143869,-49.28
,0.4888840937,-46
,0.3372849905,-47.93
,0.3226291883,-42.91
,0.3501795285,-44.52
,0.3575651803,-42.95
,0.3739639945,-40.98
,0.4147727687,-40.67
,0.518348474,-41.59
,0.7132900657,-43.53
,0.8439899316,-50.12
,0.7902429274,-65.16
,0.7297652123,-69.27
,0.6794736647,-65.59
,0.6267515364,-63
,0.5964728344,-64.24
,0.580490489,-62.68
,0.5808310888,-65
,0.5880877287,-60.59
,0.6059342538,-65.59
